epoch,step,test_acc,train_acc,train_loss_epoch,train_loss_step,val_acc,val_loss
0,9,,,,9.981203079223633,,
0,12,,,,,0.35740578174591064,9.215459823608398
0,19,,,,7.642023086547852,,
0,24,,,,,0.23523224890232086,7.541556358337402
0,24,,0.3330036401748657,9.203449249267578,,,
1,29,,,,6.804975986480713,,
1,37,,,,,0.260122686624527,6.391102313995361
1,39,,,,6.101475238800049,,
1,49,,,,4.837654113769531,,
1,49,,,,,0.3572305142879486,4.817362308502197
1,49,,0.27478131651878357,6.424871921539307,,,
2,59,,,,3.895189046859741,,
2,62,,,,,0.2881682813167572,3.2217960357666016
2,69,,,,2.1277637481689453,,
2,74,,,,,0.17896582186222076,2.198704481124878
2,74,,0.28335368633270264,3.4981491565704346,,,
3,79,,,,1.3589260578155518,,
3,87,,,,,0.1349693238735199,1.6004133224487305
3,89,,,,1.4124764204025269,,
3,99,,,,1.2512956857681274,,
3,99,,,,,0.08028045296669006,1.19516921043396
3,99,,0.133725106716156,1.7835946083068848,,,
4,109,,,,0.6325885057449341,,
4,112,,,,,0.04925503954291344,0.962364673614502
4,119,,,,0.3893975019454956,,
4,124,,,,,0.032953549176454544,0.7977368831634521
4,124,,0.05639921501278877,1.0329768657684326,,,
5,129,,,,0.2235535830259323,,
5,137,,,,,0.027519719675183296,0.7038307785987854
5,139,,,,0.2048361599445343,,
5,149,,,,1.2065397500991821,,
5,149,,,,,0.0266432948410511,0.645927906036377
5,149,,0.027734139934182167,0.6947482824325562,,,
6,159,,,,0.2859746813774109,,
6,162,,,,,0.018054338172078133,0.5931444764137268
6,169,,,,0.4215257465839386,,
6,174,,,,,0.024189308285713196,0.5525128245353699
6,174,,0.01885145716369152,0.49723780155181885,,,
7,179,,,,0.4183497130870819,,
7,187,,,,,0.015074496157467365,0.553777277469635
7,189,,,,0.6513335108757019,,
7,199,,,,0.39092329144477844,,
7,199,,,,,0.016476774588227272,0.5242416858673096
7,199,,0.013188262470066547,0.358552485704422,,,
8,209,,,,1.5529180765151978,,
8,212,,,,,0.015775635838508606,0.5472787618637085
8,219,,,,0.13810968399047852,,
8,224,,,,,0.01332164742052555,0.5345700979232788
8,224,,0.009871802292764187,0.2574612498283386,,,
9,229,,,,0.03978617489337921,,
9,237,,,,,0.01700262911617756,0.5342724919319153
9,239,,,,0.12470009177923203,,
9,249,,,,0.18276211619377136,,
9,249,,,,,0.010341805405914783,0.5554667711257935
9,249,,0.00859176553785801,0.18539467453956604,,,
10,259,,,,0.2830669581890106,,
10,262,,,,,0.013672217726707458,0.5992985367774963
10,269,,,,0.1392270177602768,,
10,274,,,,,0.014548641629517078,0.5504250526428223
10,274,,0.007447489537298679,0.1453830748796463,,,
11,279,,,,0.12754181027412415,,
11,287,,,,,0.015425065532326698,0.6542614698410034
11,289,,,,0.2056453973054886,,
11,299,,,,0.13483832776546478,,
11,299,,,,,0.013146363198757172,0.5764501094818115
11,299,,0.0064583695493638515,0.11475003510713577,,,
12,309,,,,0.053792111575603485,,
12,312,,,,,0.009640665724873543,0.6115613579750061
12,319,,,,0.005670527927577496,,
12,324,,,,,0.012795792892575264,0.5748910307884216
12,324,,0.005837745498865843,0.09596120566129684,,,
13,325,0.02475656569004059,,,,,
