epoch,step,test_acc,test_loss,train_acc,train_loss_epoch,train_loss_step,val_acc,val_loss
2,859,,,,,2.3055901527404785,,
2,869,,,,,2.0038814544677734,,
2,879,,,,,3.96518874168396,,
2,889,,,,,1.6741523742675781,,
2,899,,,,,0.6658656001091003,,
2,909,,,,,1.2626912593841553,,
2,919,,,,,1.6654006242752075,,
2,929,,,,,0.8381776809692383,,
2,939,,,,,1.554000973701477,,
2,949,,,,,1.875849962234497,,
2,959,,,,,1.7590644359588623,,
2,969,,,,,1.1246079206466675,,
2,979,,,,,1.6113847494125366,,
2,989,,,,,1.4892443418502808,,
2,996,,,,,,0.039341915398836136,1.6029770374298096
2,999,,,,,1.1787962913513184,,
2,1009,,,,,1.1123731136322021,,
2,1019,,,,,1.1211631298065186,,
2,1029,,,,,2.112424373626709,,
2,1039,,,,,1.207768440246582,,
2,1049,,,,,1.1280498504638672,,
2,1059,,,,,1.5807077884674072,,
2,1069,,,,,2.085737705230713,,
2,1079,,,,,1.6455177068710327,,
2,1089,,,,,1.8868906497955322,,
2,1099,,,,,0.8592820763587952,,
2,1109,,,,,1.8390140533447266,,
2,1119,,,,,2.319671392440796,,
2,1129,,,,,2.021998882293701,,
2,1139,,,,,2.516235828399658,,
2,1149,,,,,1.4518120288848877,,
2,1159,,,,,1.1533503532409668,,
2,1169,,,,,1.2470474243164062,,
2,1179,,,,,2.145479202270508,,
2,1189,,,,,1.0992757081985474,,
2,1195,,,,,,0.04363376274704933,1.6786167621612549
2,1196,,,0.016391990706324577,1.5388169288635254,,,
3,1199,,,,,1.604785442352295,,
3,1209,,,,,1.1083648204803467,,
3,1219,,,,,0.6889041662216187,,
3,1229,,,,,0.9302047491073608,,
3,1239,,,,,1.1651089191436768,,
3,1249,,,,,1.6514149904251099,,
3,1259,,,,,1.879874348640442,,
3,1269,,,,,0.7210260033607483,,
3,1279,,,,,2.4977526664733887,,
3,1289,,,,,1.5902880430221558,,
3,1299,,,,,1.2092180252075195,,
3,1309,,,,,1.037855863571167,,
3,1319,,,,,1.1101033687591553,,
3,1329,,,,,0.9356947541236877,,
3,1339,,,,,2.2209746837615967,,
3,1349,,,,,0.9488689303398132,,
3,1359,,,,,1.998307228088379,,
3,1369,,,,,0.5299562215805054,,
3,1379,,,,,1.9061497449874878,,
3,1389,,,,,1.0141959190368652,,
3,1395,,,,,,0.046494994312524796,1.6934758424758911
3,1399,,,,,0.9385571479797363,,
3,1409,,,,,1.447499394416809,,
3,1419,,,,,1.7153370380401611,,
3,1429,,,,,1.1326719522476196,,
3,1439,,,,,1.052491307258606,,
3,1449,,,,,2.0493581295013428,,
3,1459,,,,,2.534869909286499,,
3,1469,,,,,0.989528238773346,,
3,1479,,,,,1.0620955228805542,,
3,1489,,,,,0.8685775995254517,,
3,1499,,,,,1.5676144361495972,,
3,1509,,,,,1.0014716386795044,,
3,1519,,,,,1.8394044637680054,,
3,1529,,,,,1.2133402824401855,,
3,1539,,,,,1.5828953981399536,,
3,1549,,,,,1.4888709783554077,,
3,1559,,,,,0.6226908564567566,,
3,1569,,,,,1.6275050640106201,,
3,1579,,,,,1.341835856437683,,
3,1589,,,,,3.42748761177063,,
3,1594,,,,,,0.040057223290205,1.604095458984375
3,1595,,,0.019315967336297035,1.3876838684082031,,,
4,1599,,,,,1.0292211771011353,,
4,1609,,,,,0.8390491604804993,,
4,1619,,,,,1.733119010925293,,
4,1629,,,,,0.9620833992958069,,
4,1639,,,,,2.468876361846924,,
4,1649,,,,,0.7727482318878174,,
4,1659,,,,,1.2513320446014404,,
4,1669,,,,,0.4298621416091919,,
4,1679,,,,,1.0132761001586914,,
4,1689,,,,,1.1554343700408936,,
4,1699,,,,,1.6993929147720337,,
4,1709,,,,,1.4375702142715454,,
4,1719,,,,,0.8846489191055298,,
4,1729,,,,,0.554674506187439,,
4,1739,,,,,1.5323306322097778,,
4,1749,,,,,1.041809320449829,,
4,1759,,,,,0.6789587736129761,,
4,1769,,,,,1.4186549186706543,,
4,1779,,,,,1.902367115020752,,
4,1789,,,,,0.9125072360038757,,
4,1794,,,,,,0.0379113033413887,1.648909568786621
4,1799,,,,,1.3321634531021118,,
4,1809,,,,,0.85036700963974,,
4,1819,,,,,0.6775673627853394,,
4,1829,,,,,0.9547989964485168,,
4,1839,,,,,0.8671795725822449,,
4,1849,,,,,0.7024977207183838,,
4,1859,,,,,2.4167566299438477,,
4,1869,,,,,0.8133707642555237,,
4,1879,,,,,1.272424578666687,,
4,1889,,,,,0.5839560031890869,,
4,1899,,,,,1.212917447090149,,
4,1909,,,,,0.6762303113937378,,
4,1919,,,,,0.593729555606842,,
4,1929,,,,,1.344295620918274,,
4,1939,,,,,1.3350791931152344,,
4,1949,,,,,1.075417160987854,,
4,1959,,,,,0.7825295925140381,,
4,1969,,,,,0.8478413820266724,,
4,1979,,,,,0.6638529896736145,,
4,1989,,,,,1.4898980855941772,,
4,1993,,,,,,0.019313305616378784,1.5552849769592285
4,1994,,,0.015417330898344517,1.1387624740600586,,,
5,1999,,,,,1.470128059387207,,
5,2009,,,,,0.3307911455631256,,
5,2019,,,,,0.47677233815193176,,
5,2029,,,,,0.6249040365219116,,
5,2039,,,,,0.3137468695640564,,
5,2049,,,,,0.8084285259246826,,
5,2059,,,,,0.5131002068519592,,
5,2069,,,,,0.7700476050376892,,
5,2079,,,,,0.39473116397857666,,
5,2089,,,,,1.069356918334961,,
5,2099,,,,,1.054854393005371,,
5,2109,,,,,0.4093007445335388,,
5,2119,,,,,0.6636031270027161,,
5,2129,,,,,1.0741876363754272,,
5,2139,,,,,0.3744446337223053,,
5,2149,,,,,1.15486741065979,,
5,2159,,,,,0.5496188998222351,,
5,2169,,,,,0.7830730676651001,,
5,2179,,,,,0.5436467528343201,,
5,2189,,,,,1.3060780763626099,,
5,2193,,,,,,0.02718168869614601,1.7031211853027344
5,2199,,,,,1.143442988395691,,
5,2209,,,,,1.3928762674331665,,
5,2219,,,,,1.3888872861862183,,
5,2229,,,,,0.9774677157402039,,
5,2239,,,,,0.4886914789676666,,
5,2249,,,,,1.0298748016357422,,
5,2259,,,,,1.1772243976593018,,
5,2269,,,,,0.8708669543266296,,
5,2279,,,,,0.32892102003097534,,
5,2289,,,,,0.5371825695037842,,
5,2299,,,,,1.2090474367141724,,
5,2309,,,,,0.6885393857955933,,
5,2319,,,,,0.6470533609390259,,
5,2329,,,,,0.7024748921394348,,
5,2339,,,,,0.6791983246803284,,
5,2349,,,,,0.537878155708313,,
5,2359,,,,,0.20999442040920258,,
5,2369,,,,,2.5250303745269775,,
5,2379,,,,,0.6490339636802673,,
5,2389,,,,,0.5629683136940002,,
5,2392,,,,,,0.0379113033413887,1.7621957063674927
5,2393,,,0.02037923038005829,0.767133891582489,,,
6,2399,,,,,0.37140217423439026,,
6,2409,,,,,0.3428014814853668,,
6,2419,,,,,0.15764504671096802,,
6,2429,,,,,0.5884577631950378,,
6,2439,,,,,0.20134490728378296,,
6,2449,,,,,0.11887644976377487,,
6,2459,,,,,0.3703766167163849,,
6,2469,,,,,0.26303815841674805,,
6,2479,,,,,1.032236933708191,,
6,2489,,,,,0.7520188093185425,,
6,2499,,,,,0.3495754599571228,,
6,2509,,,,,0.13074731826782227,,
6,2519,,,,,0.2565363943576813,,
6,2529,,,,,0.40418314933776855,,
6,2539,,,,,0.724025547504425,,
6,2549,,,,,0.2592480778694153,,
6,2559,,,,,0.36801373958587646,,
6,2569,,,,,0.5302349925041199,,
6,2579,,,,,0.036432527005672455,,
6,2589,,,,,0.106844961643219,,
6,2592,,,,,,0.012160228565335274,1.8189897537231445
6,2599,,,,,0.3273893892765045,,
6,2609,,,,,0.4102093577384949,,
6,2619,,,,,0.28886714577674866,,
6,2629,,,,,0.1138853058218956,,
6,2639,,,,,0.18311935663223267,,
6,2649,,,,,0.9880254864692688,,
6,2659,,,,,0.25110113620758057,,
6,2669,,,,,0.4059535562992096,,
6,2679,,,,,0.5504188537597656,,
6,2689,,,,,0.27897629141807556,,
6,2699,,,,,0.6352795958518982,,
6,2709,,,,,0.7051436901092529,,
6,2719,,,,,1.0189435482025146,,
6,2729,,,,,0.5397282838821411,,
6,2739,,,,,0.10293706506490707,,
6,2749,,,,,0.1481226086616516,,
6,2759,,,,,0.2720687687397003,,
6,2769,,,,,0.22280123829841614,,
6,2779,,,,,0.37679731845855713,,
6,2789,,,,,0.18981362879276276,,
6,2791,,,,,,0.01287553645670414,1.9197802543640137
6,2792,,,0.020113414153456688,0.44585126638412476,,,
7,2799,,,,,0.050471335649490356,,
7,2809,,,,,0.15282000601291656,,
7,2819,,,,,0.4919584393501282,,
7,2829,,,,,0.028052393347024918,,
7,2839,,,,,0.08561815321445465,,
7,2849,,,,,0.4849470555782318,,
7,2859,,,,,0.4406144917011261,,
7,2869,,,,,0.1249285638332367,,
7,2879,,,,,0.0857200026512146,,
7,2889,,,,,0.23801225423812866,,
7,2899,,,,,0.12664757668972015,,
7,2909,,,,,0.33751580119132996,,
7,2919,,,,,0.32751137018203735,,
7,2929,,,,,0.3267190158367157,,
7,2939,,,,,0.23125937581062317,,
7,2949,,,,,0.09600808471441269,,
7,2959,,,,,0.191023051738739,,
7,2969,,,,,0.24605779349803925,,
7,2979,,,,,0.27869024872779846,,
7,2989,,,,,0.6840839982032776,,
7,2991,,,,,,0.05436337739229202,1.89308762550354
7,2999,,,,,0.39594393968582153,,
7,3009,,,,,0.2975475490093231,,
7,3019,,,,,0.07813180238008499,,
7,3029,,,,,0.7018280029296875,,
7,3039,,,,,0.09156742691993713,,
7,3049,,,,,0.15861664712429047,,
7,3059,,,,,0.16692429780960083,,
7,3069,,,,,0.03894255682826042,,
7,3079,,,,,0.1542961448431015,,
7,3089,,,,,0.4013826847076416,,
7,3099,,,,,0.20730352401733398,,
7,3109,,,,,0.5522427558898926,,
7,3119,,,,,0.7344561815261841,,
7,3129,,,,,0.11055353283882141,,
7,3139,,,,,0.6969032287597656,,
7,3149,,,,,0.6393535137176514,,
7,3159,,,,,0.3086053729057312,,
7,3169,,,,,0.3828069269657135,,
7,3179,,,,,0.2544170916080475,,
7,3189,,,,,0.5608358383178711,,
7,3190,,,,,,0.015736766159534454,2.0535619258880615
7,3191,,,0.019581783562898636,0.298830509185791,,,
8,3199,,,,,0.2804729640483856,,
8,3209,,,,,0.3919384777545929,,
8,3219,,,,,0.14998693764209747,,
8,3229,,,,,0.06350817531347275,,
8,3239,,,,,0.083949513733387,,
8,3249,,,,,0.24897867441177368,,
8,3259,,,,,0.21032196283340454,,
8,3269,,,,,0.02025948278605938,,
8,3279,,,,,0.10527478903532028,,
8,3289,,,,,0.09391181915998459,,
8,3299,,,,,0.4316575825214386,,
8,3309,,,,,0.012665322981774807,,
8,3319,,,,,0.21279530227184296,,
8,3329,,,,,0.009944524616003036,,
8,3339,,,,,0.03771940991282463,,
8,3349,,,,,0.07174839824438095,,
8,3359,,,,,0.015355454757809639,,
8,3369,,,,,0.285658061504364,,
8,3379,,,,,0.08386383205652237,,
8,3389,,,,,0.40219101309776306,,
8,3390,,,,,,0.009298998862504959,2.059988021850586
8,3399,,,,,0.02593572810292244,,
8,3409,,,,,0.19299808144569397,,
8,3419,,,,,0.1722431480884552,,
8,3429,,,,,0.10938414931297302,,
8,3439,,,,,0.10553739219903946,,
8,3449,,,,,0.2639715075492859,,
8,3459,,,,,0.08706723898649216,,
8,3469,,,,,0.09173087775707245,,
8,3479,,,,,0.039817340672016144,,
8,3489,,,,,0.2645196318626404,,
8,3499,,,,,0.22427281737327576,,
8,3509,,,,,0.07867640256881714,,
8,3519,,,,,0.09540849924087524,,
8,3529,,,,,0.19657790660858154,,
8,3539,,,,,0.4173947870731354,,
8,3549,,,,,0.09570500999689102,,
8,3559,,,,,0.3237466514110565,,
8,3569,,,,,0.34439706802368164,,
8,3579,,,,,0.636643648147583,,
8,3589,,,,,0.4333680272102356,,
8,3589,,,,,,0.039341915398836136,2.036055564880371
8,3589,,,0.021513022482395172,0.20867779850959778,,,
9,3590,0.014556070789694786,1.8101890087127686,,,,,
