epoch,step,test_acc,train_acc,train_loss_epoch,train_loss_step,val_acc,val_loss
0,9,,,,9.052963256835938,,
0,12,,,,,0.05158885940909386,8.626566886901855
0,19,,,,6.830253601074219,,
0,24,,,,,0.09670458734035492,6.934110641479492
0,24,,0.05956525355577469,8.37417984008789,,,
1,29,,,,5.668330192565918,,
1,37,,,,,0.0833660289645195,6.368250846862793
1,39,,,,7.084556579589844,,
1,49,,,,6.892204761505127,,
1,49,,,,,0.03236563503742218,5.996575832366943
1,49,,0.0810265764594078,6.429872035980225,,,
2,59,,,,4.372802257537842,,
2,62,,,,,0.01745782606303692,5.7059102058410645
2,69,,,,6.727334022521973,,
2,74,,,,,0.013730875216424465,5.40828800201416
2,74,,0.024794090539216995,5.725994110107422,,,
3,79,,,,6.144415378570557,,
3,87,,,,,0.01667320542037487,5.21591329574585
3,89,,,,5.0326080322265625,,
3,99,,,,4.604310512542725,,
3,99,,,,,0.020007846876978874,5.0249433517456055
3,99,,0.01511420588940382,5.266208648681641,,,
4,109,,,,4.412813663482666,,
4,112,,,,,0.014319340698421001,4.89934778213501
4,119,,,,4.860743522644043,,
4,124,,,,,0.02138093300163746,4.774127006530762
4,124,,0.017215760424733162,4.873856067657471,,,
5,129,,,,5.6209611892700195,,
5,137,,,,,0.018242448568344116,4.640787601470947
5,139,,,,4.241693019866943,,
5,149,,,,3.253554582595825,,
5,149,,,,,0.023146331310272217,4.506881237030029
5,149,,0.0192111749202013,4.553891181945801,,,
6,159,,,,4.135295867919922,,
6,162,,,,,0.016477050259709358,4.434581756591797
6,169,,,,3.514894962310791,,
6,174,,,,,0.017850136384367943,4.328469276428223
6,174,,0.02197078987956047,4.2422566413879395,,,
7,179,,,,4.114696502685547,,
7,187,,,,,0.025696352124214172,4.243521213531494
7,189,,,,4.126932621002197,,
7,199,,,,3.845451593399048,,
7,199,,,,,0.028834836557507515,4.159547805786133
7,199,,0.02235289104282856,3.924528121948242,,,
8,209,,,,3.9270083904266357,,
8,212,,,,,0.02334248647093773,4.112985610961914
8,219,,,,6.784583568572998,,
8,224,,,,,0.022754020988941193,4.069747447967529
8,224,,0.02315954864025116,3.6583547592163086,,,
9,229,,,,3.8320891857147217,,
9,237,,,,,0.01745782606303692,3.9956722259521484
9,239,,,,2.6530001163482666,,
9,249,,,,3.5880067348480225,,
9,249,,,,,0.029619459062814713,3.8914551734924316
9,249,,0.02330814301967621,3.382922887802124,,,
10,259,,,,2.5261833667755127,,
10,262,,,,,0.02432326413691044,3.8906431198120117
10,269,,,,2.32307767868042,,
10,274,,,,,0.023146331310272217,3.828585624694824
10,274,,0.02173728495836258,3.107130765914917,,,
11,279,,,,2.6768758296966553,,
11,287,,,,,0.024715574458241463,3.8227789402008057
11,289,,,,2.631894111633301,,
11,299,,,,4.180740833282471,,
11,299,,,,,0.023146331310272217,3.8155102729797363
11,299,,0.02358410507440567,2.847468852996826,,,
12,309,,,,1.0497084856033325,,
12,312,,,,,0.02059631235897541,3.788280963897705
12,319,,,,2.689779043197632,,
12,324,,,,,0.021184777840971947,3.6985933780670166
12,324,,0.021716056391596794,2.5691123008728027,,,
13,329,,,,2.2157442569732666,,
13,337,,,,,0.02157708816230297,3.771561861038208
13,339,,,,2.349766254425049,,
13,349,,,,2.0773444175720215,,
13,349,,,,,0.02255786582827568,3.7161166667938232
13,349,,0.02163114584982395,2.311809778213501,,,
14,359,,,,4.314704418182373,,
14,362,,,,,0.022754020988941193,3.717805862426758
14,369,,,,2.410353422164917,,
14,374,,,,,0.021773245185613632,3.7181060314178467
14,374,,0.020272566005587578,2.072774887084961,,,
15,379,,,,1.1258838176727295,,
15,387,,,,,0.0204001571983099,3.7841196060180664
15,389,,,,0.5790504217147827,,
15,399,,,,2.937328338623047,,
15,399,,,,,0.01667320542037487,3.7086455821990967
15,399,,0.018489427864551544,1.8566405773162842,,,
16,409,,,,0.8923317193984985,,
16,412,,,,,0.01765398122370243,3.7236926555633545
16,419,,,,2.3146228790283203,,
16,424,,,,,0.01941937953233719,3.6849277019500732
16,424,,0.017491720616817474,1.630592703819275,,,
17,429,,,,1.0446221828460693,,
17,437,,,,,0.014319340698421001,3.7672269344329834
17,439,,,,2.440124273300171,,
17,449,,,,0.5839176774024963,,
17,449,,,,,0.0196155346930027,3.7544808387756348
17,449,,0.016727520152926445,1.4681603908538818,,,
18,459,,,,0.44958388805389404,,
18,462,,,,,0.019027069211006165,3.7448806762695312
18,469,,,,0.5652910470962524,,
18,474,,,,,0.019223224371671677,3.7334554195404053
18,474,,0.01553876232355833,1.2881083488464355,,,
19,479,,,,0.42252132296562195,,
19,487,,,,,0.017850136384367943,3.763047695159912
19,489,,,,0.9995991587638855,,
19,499,,,,0.6492722034454346,,
19,499,,,,,0.015888582915067673,3.7684099674224854
19,499,,0.015156661160290241,1.1364649534225464,,,
20,509,,,,1.3936703205108643,,
20,512,,,,,0.015103962272405624,3.7708051204681396
20,519,,,,0.3503185212612152,,
20,524,,,,,0.015300117433071136,3.698521137237549
20,524,,0.013352297246456146,1.0025745630264282,,,
21,529,,,,0.46630561351776123,,
21,537,,,,,0.01412318553775549,3.8024280071258545
21,539,,,,1.185260534286499,,
21,549,,,,0.7998756170272827,,
21,549,,,,,0.013730875216424465,3.75925874710083
21,549,,0.012036171741783619,0.8703405261039734,,,
22,550,0.02243899367749691,,,,,
