epoch,step,train_acc,train_loss_epoch,train_loss_step,val_acc,val_cer,val_loss,val_wer
0,9,,,6.212305545806885,,,,
0,19,,,6.00129508972168,,,,
0,29,,,5.573462963104248,,,,
0,39,,,6.28277063369751,,,,
0,49,,,6.522250652313232,,,,
0,49,,,,0.0,7.541179656982422,5.7996344566345215,1.0
0,49,0.00013035020674578846,6.299689769744873,,,,,
