epoch,step,test_acc,test_cer,test_wer,train_acc,train_loss_epoch,train_loss_step,val_acc,val_cer,val_loss,val_wer
1,69,,,,,,5.231975555419922,,,,
1,79,,,,,,5.816125392913818,,,,
1,89,,,,,,5.253832817077637,,,,
1,99,,,,,,6.775150299072266,,,,
1,109,,,,,,5.884850978851318,,,,
1,119,,,,,,5.371814727783203,,,,
1,129,,,,,,5.304145812988281,,,,
1,139,,,,,,5.1682915687561035,,,,
1,149,,,,,,6.326679229736328,,,,
1,159,,,,,,5.27795934677124,,,,
1,169,,,,,,5.082367420196533,,,,
1,179,,,,,,4.976589679718018,,,,
1,189,,,,,,4.374229907989502,,,,
1,199,,,,,,4.467095851898193,,,,
1,200,,,,,,,0.0,4.169787883758545,4.996297836303711,5.9340291023254395
1,200,,,,0.0006982797058299184,5.489072322845459,,,,,
2,209,,,,,,4.619848251342773,,,,
2,219,,,,,,4.193752765655518,,,,
2,229,,,,,,3.703310012817383,,,,
2,239,,,,,,4.26932954788208,,,,
2,249,,,,,,4.312241077423096,,,,
2,259,,,,,,5.031136989593506,,,,
2,269,,,,,,4.9066009521484375,,,,
2,279,,,,,,3.675436019897461,,,,
2,289,,,,,,3.259857416152954,,,,
2,299,,,,,,3.185704231262207,,,,
2,309,,,,,,4.508635997772217,,,,
2,319,,,,,,3.673666477203369,,,,
2,329,,,,,,5.104975700378418,,,,
2,334,,,,,,,0.0,4.617206573486328,4.371671199798584,8.877996444702148
2,334,,,,0.003272772068157792,4.628922462463379,,,,,
3,339,,,,,,4.400883197784424,,,,
3,349,,,,,,4.182034015655518,,,,
3,359,,,,,,5.8932342529296875,,,,
3,369,,,,,,2.715517282485962,,,,
3,379,,,,,,4.817109107971191,,,,
3,389,,,,,,3.145266532897949,,,,
3,399,,,,,,3.8604891300201416,,,,
3,409,,,,,,3.0529112815856934,,,,
3,419,,,,,,3.6961045265197754,,,,
3,429,,,,,,3.7686071395874023,,,,
3,439,,,,,,3.3936448097229004,,,,
3,449,,,,,,4.513765335083008,,,,
3,459,,,,,,4.540089130401611,,,,
3,468,,,,,,,0.0,4.274923324584961,4.064111709594727,7.256319046020508
3,468,,,,0.0019142989767715335,4.059719562530518,,,,,
4,469,,,,,,3.967632293701172,,,,
4,479,,,,,,2.9840073585510254,,,,
4,489,,,,,,2.508547306060791,,,,
4,499,,,,,,3.204943895339966,,,,
4,509,,,,,,3.9534285068511963,,,,
4,519,,,,,,3.533115863800049,,,,
4,529,,,,,,4.047451972961426,,,,
4,539,,,,,,4.93580961227417,,,,
4,549,,,,,,4.056473731994629,,,,
4,559,,,,,,3.743302583694458,,,,
4,569,,,,,,3.0047903060913086,,,,
4,579,,,,,,2.6674306392669678,,,,
4,589,,,,,,4.1944966316223145,,,,
4,599,,,,,,4.3542022705078125,,,,
4,602,,,,,,,0.008147303946316242,4.582753658294678,3.8239526748657227,6.9932942390441895
4,602,,,,0.0064277988858520985,3.5918710231781006,,,,,
5,609,,,,,,3.5251619815826416,,,,
5,619,,,,,,3.014331340789795,,,,
5,629,,,,,,3.4332408905029297,,,,
5,639,,,,,,4.001827239990234,,,,
5,649,,,,,,2.5851707458496094,,,,
5,659,,,,,,3.0950100421905518,,,,
5,669,,,,,,3.3070907592773438,,,,
5,679,,,,,,2.5552356243133545,,,,
5,689,,,,,,3.3369877338409424,,,,
5,699,,,,,,3.34192156791687,,,,
5,709,,,,,,3.582477331161499,,,,
5,719,,,,,,4.71975040435791,,,,
5,729,,,,,,3.104126214981079,,,,
5,736,,,,,,,0.0,4.432409763336182,3.6875505447387695,6.547183036804199
5,736,,,,0.01271582581102848,3.1495561599731445,,,,,
