epoch,step,test_acc,train_acc,train_loss_epoch,train_loss_step,val_acc,val_loss
0,9,,,,8.765138626098633,,
0,12,,,,,0.04511573165655136,8.90866470336914
0,19,,,,8.686814308166504,,
0,24,,,,,0.09788152575492859,7.290765762329102
0,24,,0.048378195613622665,8.727404594421387,,,
1,29,,,,6.710257053375244,,
1,37,,,,,0.0947430357336998,6.634092807769775
1,39,,,,6.283245086669922,,
1,49,,,,6.659923553466797,,
1,49,,,,,0.06806591153144836,6.227667808532715
1,49,,0.08994226157665253,6.659911632537842,,,
2,59,,,,6.335149765014648,,
2,62,,,,,0.02236171066761017,5.916048049926758
2,69,,,,6.203023433685303,,
2,74,,,,,0.018242448568344116,5.651065826416016
2,74,,0.03975969925522804,5.9562273025512695,,,
3,79,,,,5.91691255569458,,
3,87,,,,,0.014319340698421001,5.445229530334473
3,89,,,,6.894857406616211,,
3,99,,,,4.587082862854004,,
3,99,,,,,0.01569242775440216,5.263427257537842
3,99,,0.014583510346710682,5.481897354125977,,,
4,109,,,,5.3954572677612305,,
4,112,,,,,0.017065515741705894,5.109533309936523
4,119,,,,5.436178684234619,,
4,124,,,,,0.016869360581040382,4.980345726013184
4,124,,0.016685064882040024,5.136927604675293,,,
5,129,,,,4.859604358673096,,
5,137,,,,,0.0196155346930027,4.868259906768799
5,139,,,,5.35127067565918,,
5,149,,,,4.415811538696289,,
5,149,,,,,0.016869360581040382,4.772713661193848
5,149,,0.017258215695619583,4.849205493927002,,,
6,159,,,,3.6191723346710205,,
6,162,,,,,0.020007846876978874,4.63920259475708
6,169,,,,4.0740275382995605,,
6,174,,,,,0.01863475888967514,4.571298599243164
6,174,,0.019848009571433067,4.547131061553955,,,
7,179,,,,3.863466501235962,,
7,187,,,,,0.021773245185613632,4.469578742980957
7,189,,,,5.4388298988342285,,
7,199,,,,4.876209259033203,,
7,199,,,,,0.027854060754179955,4.383275985717773
7,199,,0.02273499220609665,4.314571380615234,,,
8,209,,,,2.984438896179199,,
8,212,,,,,0.01941937953233719,4.314977645874023
8,219,,,,4.129678249359131,,
8,224,,,,,0.01765398122370243,4.253113269805908
8,224,,0.02112167701125145,4.0475568771362305,,,
9,229,,,,3.4497251510620117,,
9,237,,,,,0.02648097276687622,4.195251941680908
9,239,,,,2.7693989276885986,,
9,249,,,,2.7703680992126465,,
9,249,,,,,0.026088662445545197,4.115047454833984
9,249,,0.0225863978266716,3.8153393268585205,,,
10,259,,,,3.2735214233398438,,
10,262,,,,,0.026873283088207245,4.063751697540283
10,269,,,,4.3442559242248535,,
10,274,,,,,0.02451941929757595,3.999124050140381
10,274,,0.02311709336936474,3.581561803817749,,,
11,279,,,,3.9323222637176514,,
11,287,,,,,0.020204002037644386,4.046645641326904
11,289,,,,3.3922605514526367,,
11,299,,,,2.966343879699707,,
11,299,,,,,0.026677127927541733,3.9172775745391846
11,299,,0.024029888212680817,3.3805959224700928,,,
12,309,,,,2.1811444759368896,,
12,312,,,,,0.022950176149606705,3.9135749340057373
12,319,,,,1.809617280960083,,
12,324,,,,,0.029030991718173027,3.888869285583496
12,324,,0.023244459182024002,3.1762170791625977,,,
13,329,,,,2.058483839035034,,
13,337,,,,,0.026677127927541733,3.868948459625244
13,339,,,,4.378991603851318,,
13,349,,,,1.4196410179138184,,
13,349,,,,,0.024127108976244926,3.8310935497283936
13,349,,0.023095864802598953,2.9086127281188965,,,
14,359,,,,2.338013172149658,,
14,362,,,,,0.023734798654913902,3.852212905883789
14,369,,,,4.376189708709717,,
14,374,,,,,0.025107884779572487,3.769726514816284
14,374,,0.023690244182944298,2.6984128952026367,,,
15,379,,,,1.948740005493164,,
15,387,,,,,0.025696352124214172,3.7797298431396484
15,389,,,,1.5284277200698853,,
15,399,,,,2.318126916885376,,
15,399,,,,,0.018830914050340652,3.80924654006958
15,399,,0.022607624530792236,2.4629666805267334,,,
16,409,,,,3.1728177070617676,,
16,412,,,,,0.0196155346930027,3.776665687561035
16,419,,,,4.046117782592773,,
16,424,,,,,0.024911729618906975,3.7798585891723633
16,424,,0.02211938612163067,2.2634477615356445,,,
17,429,,,,1.6588425636291504,,
17,437,,,,,0.027854060754179955,3.8085176944732666
17,436,,0.020226500928401947,1.9604758024215698,,,
18,437,0.024723028764128685,,,,,
