epoch,step,train_acc,train_loss_epoch,train_loss_step,val_acc,val_cer,val_loss,val_wer
0,9,,,6.407183647155762,,,,
0,19,,,5.8323187828063965,,,,
0,29,,,6.179773807525635,,,,
0,39,,,6.062716484069824,,,,
0,49,,,5.662868976593018,,,,
0,59,,,5.269447326660156,,,,
0,66,,,,0.0,3.815333604812622,5.800775527954102,0.9796392321586609
0,66,0.00027773642796091735,6.249575138092041,,,,,
1,69,,,6.050479412078857,,,,
1,79,,,5.138514995574951,,,,
